Rk,Player,Tm,SA1819,SA1920,SA2021,SA2122,SA2223,SA2324,Signed Using,Guaranteed,SA1819.log
10,James Harden\hardeja01,HOU,30431854.00,"$37,800,000 ","$40,824,000 ","$43,848,000 ","$46,872,000 ",$0 ,Bird Rights,"$152,903,854 ",17.23100045
9,Mike Conley\conlemi01,MEM,30521116.00,"$32,511,623 ","$34,504,132 ",,,$0 ,Cap Space,"$85,459,122 ",17.23392933
8,Paul George\georgpa01,OKC,30560700.00,"$33,005,556 ","$35,450,412 ","$37,895,268 ",,$0 ,Maximum Salary,"$99,016,668 ",17.23522543
7,Kyle Lowry\lowryky01,TOR,31200000.00,"$33,296,296 ",,,,$0 ,Bird Rights,"$64,496,296 ",17.25592865
6,Gordon Hayward\haywago01,BOS,31214295.00,"$32,700,690 ","$34,187,085 ",,,$0 ,Cap space,"$63,914,985 ",17.25638672
5,Blake Griffin\griffbl01,DET,32088932.00,"$34,234,964 ","$36,595,996 ","$38,957,028 ",,$0 ,Bird Rights,"$102,919,892 ",17.28402173
2,Chris Paul\paulch01,HOU,35654150.00,"$38,506,482 ","$41,358,814 ","$44,211,146 ",,$0 ,,"$159,730,592 ",17.38937611
3,Russell Westbrook\westbru01,OKC,35654150.00,"$38,178,000 ","$41,006,000 ","$43,848,000 ","$46,662,000 ",$0 ,Bird Rights,"$158,686,150 ",17.38937611
4,LeBron James\jamesle01,LAL,35654150.00,"$37,436,858 ","$39,219,565 ","$41,002,273 ",,$0 ,,"$113,310,573 ",17.38937611
1,Stephen Curry\curryst01,GSW,37457154.00,"$40,231,758 ","$43,006,362 ","$45,780,966 ",,$0 ,Bird Rights,"$166,476,240 ",17.43870828
